2004,E07000008,118800
2004,E07000009,82400
2004,E07000012,142400
2005,E07000008,118800
2005,E07000009,82400
2005,E07000012,142400
2006,E07000008,118800
2006,E07000009,82400
2006,E07000012,142400
2007,E07000008,118800
2007,E07000009,82400
2007,E07000012,142400
2008,E07000008,118800
2008,E07000009,82400
2008,E07000012,142400
2009,E07000008,119400
2009,E07000009,84100
2009,E07000012,144300
2010,E07000008,121133
2010,E07000009,86023
2010,E07000012,146919
2011,E07000008,123352
2011,E07000009,87733
2011,E07000012,149576
2012,E07000008,124350
2012,E07000009,90407
2012,E07000012,152697
2013,E07000008,125324
2013,E07000009,91608
2013,E07000012,155642
2014,E07000008,125881
2014,E07000009,93597
2014,E07000012,158162
2015,E07000008,126162
2015,E07000009,95136
2015,E07000012,160271
2016,E07000008,127366
2016,E07000009,96944
2016,E07000012,163103
2017,E07000008,128303
2017,E07000009,99159
2017,E07000012,165407
2018,E07000008,129770
2018,E07000009,100317
2018,E07000012,167801
2019,E07000008,130306
2019,E07000009,102277
2019,E07000012,170610
2020,E07000008,130707
2020,E07000009,103846
2020,E07000012,173038
2021,E07000008,131645
2021,E07000009,105826
2021,E07000012,175221
2022,E07000008,133115
2022,E07000009,107676
2022,E07000012,177792
2023,E07000008,133662
2023,E07000009,109275
2023,E07000012,180254
2024,E07000008,135145
2024,E07000009,111281
2024,E07000012,182604
2025,E07000008,136372
2025,E07000009,112767
2025,E07000012,184575
2026,E07000008,137608
2026,E07000009,113865
2026,E07000012,187234
2027,E07000008,138983
2027,E07000009,115638
2027,E07000012,189330
2028,E07000008,140638
2028,E07000009,117023
2028,E07000012,191076
2029,E07000008,141638
2029,E07000009,118643
2029,E07000012,193332
2030,E07000008,142387
2030,E07000009,119748
2030,E07000012,195619
2031,E07000008,143673
2031,E07000009,121397
2031,E07000012,197396
2032,E07000008,144838
2032,E07000009,123062
2032,E07000012,199335
2033,E07000008,145886
2033,E07000009,124297
2033,E07000012,201834
2034,E07000008,147191
2034,E07000009,125847
2034,E07000012,204142
2035,E07000008,148468
2035,E07000009,127334
2035,E07000012,206361
2036,E07000008,149722
2036,E07000009,128763
2036,E07000012,208502
2037,E07000008,150954
2037,E07000009,130140
2037,E07000012,210575
2038,E07000008,152191
2038,E07000009,131508
2038,E07000012,212668
2039,E07000008,153410
2039,E07000009,132830
2039,E07000012,214710
2040,E07000008,154612
2040,E07000009,134110
2040,E07000012,216708
2041,E07000008,155829
2041,E07000009,135393
2041,E07000012,218734
2042,E07000008,157028
2042,E07000009,136634
2042,E07000012,220718
2043,E07000008,158235
2043,E07000009,137875
2043,E07000012,222742
2044,E07000008,159423
2044,E07000009,139073
2044,E07000012,224720
2045,E07000008,160591
2045,E07000009,140227
2045,E07000012,226653
2046,E07000008,161769
2046,E07000009,141382
2046,E07000012,228606
2047,E07000008,162952
2047,E07000009,142535
2047,E07000012,230593
2048,E07000008,164110
2048,E07000009,143638
2048,E07000012,232522
2049,E07000008,165243
2049,E07000009,144690
2049,E07000012,234393
2050,E07000008,166351
2050,E07000009,145693
2050,E07000012,236205
2051,E07000008,167467
2051,E07000009,146695
2051,E07000012,238029
2052,E07000008,168558
2052,E07000009,147647
2052,E07000012,239792
2053,E07000008,169652
2053,E07000009,148594
2053,E07000012,241580
2054,E07000008,170738
2054,E07000009,149489
2054,E07000012,243302
2055,E07000008,171785
2055,E07000009,150334
2055,E07000012,244960
2056,E07000008,172812
2056,E07000009,151131
2056,E07000012,246557
2057,E07000008,173819
2057,E07000009,151882
2057,E07000012,248097
2058,E07000008,174865
2058,E07000009,152679
2058,E07000012,249714
2059,E07000008,175891
2059,E07000009,153427
2059,E07000012,251271
2060,E07000008,176902
2060,E07000009,154129
2060,E07000012,252774
2061,E07000008,177935
2061,E07000009,154849
2061,E07000012,254323
2062,E07000008,178952
2062,E07000009,155522
2062,E07000012,255817
2063,E07000008,179957
2063,E07000009,156152
2063,E07000012,257260
2064,E07000008,180951
2064,E07000009,156740
2064,E07000012,258657
2065,E07000008,181937
2065,E07000009,157290
2065,E07000012,260011
2066,E07000008,182975
2066,E07000009,157904
2066,E07000012,261484
2067,E07000008,184003
2067,E07000009,158474
2067,E07000012,262908
2068,E07000008,185022
2068,E07000009,159004
2068,E07000012,264285
2069,E07000008,186029
2069,E07000009,159492
2069,E07000012,265616
2070,E07000008,187029
2070,E07000009,159939
2070,E07000012,266902
2071,E07000008,188077
2071,E07000009,160449
2071,E07000012,268307
2072,E07000008,189112
2072,E07000009,160913
2072,E07000012,269657
2073,E07000008,190132
2073,E07000009,161331
2073,E07000012,270954
2074,E07000008,191135
2074,E07000009,161703
2074,E07000012,272197
2075,E07000008,192124
2075,E07000009,162029
2075,E07000012,273385
2076,E07000008,193155
2076,E07000009,162414
2076,E07000012,274681
2077,E07000008,194165
2077,E07000009,162746
2077,E07000012,275912
2078,E07000008,195154
2078,E07000009,163028
2078,E07000012,277079
2079,E07000008,196121
2079,E07000009,163261
2079,E07000012,278184
2080,E07000008,197060
2080,E07000009,163446
2080,E07000012,279229
2081,E07000008,198035
2081,E07000009,163702
2081,E07000012,280395
2082,E07000008,198975
2082,E07000009,163906
2082,E07000012,281493
2083,E07000008,199906
2083,E07000009,164109
2083,E07000012,282600
2084,E07000008,200801
2084,E07000009,164264
2084,E07000012,283641
2085,E07000008,201664
2085,E07000009,164386
2085,E07000012,284641
2086,E07000008,202502
2086,E07000009,164488
2086,E07000012,285619
2087,E07000008,203315
2087,E07000009,164571
2087,E07000012,286576
2088,E07000008,204102
2088,E07000009,164637
2088,E07000012,287512
2089,E07000008,204865
2089,E07000009,164684
2089,E07000012,288427
2090,E07000008,205603
2090,E07000009,164715
2090,E07000012,289324
2091,E07000008,206319
2091,E07000009,164729
2091,E07000012,290202
2092,E07000008,207012
2092,E07000009,164728
2092,E07000012,291061
2093,E07000008,207686
